"01-16-2025","Open PO Report by Vendor, Salesman, Date Created","From:12-18-2024 To 01-16-2025 (mm-dd-yyyy)","all","","","","","","",""
"","","","","","","","","","",""
"Vendor","Location","PO#","Status","Date Created","So#","AC#","Job Name","Sales Person","CP#","Open total"
"","Myrtle Beach","P134-1203988","Approved","01/06/2025","S134-277669","Chesapeake Homes - Myrtle Beach","178 Bridgewater Grandview","","maria.perdomo","10,712.85"
"","Myrtle Beach","P134-1202802","Approved","12/23/2024","S134-275274","Chesapeake Homes - Myrtle Beach","120 Traditions at Carolina Forest","","kelly.walker","4,777.32"
"","Myrtle Beach","P134-1202731","Approved","12/23/2024","S134-274652","Chesapeake Homes - Myrtle Beach","118 Traditions at Carolina Forest","","kelly.walker","4,777.32"
"","Myrtle Beach","P134-1202227","Approved","12/20/2024","S134-274540","Chesapeake Homes - Myrtle Beach","109 Traditions at Carolina Forest","","maria.perdomo","5,889.07"
"","Myrtle Beach","P134-1202223","Approved","12/20/2024","S134-274532","Chesapeake Homes - Myrtle Beach","106 Traditions at Carolina Forest","","maria.perdomo","4,777.32"
"","Myrtle Beach","P134-1202183","Approved","12/20/2024","S134-274399","Chesapeake Homes - Myrtle Beach","30 Traditions at Carolina Forest","","maria.perdomo","4,613.13"
"","Myrtle Beach","P134-1202179","Approved","12/20/2024","S134-274385","Chesapeake Homes - Myrtle Beach","49 The Willows","","christine.podlesny","6,044.94"
"","Myrtle Beach","P134-1201885","Approved","12/19/2024","S134-273643","Chesapeake Homes - Myrtle Beach","21 The Willows","","christine.podlesny","6,331.09"
"ABC Supply - Raleigh","Greensboro","P125-1202828","Approved","12/23/2024","S125-275479","Ram Homes Inc - Greensboro","111 Brentwood Park","","erica.smith","160.00"
"","Greensboro","P125-1201584","Approved","12/18/2024","S125-273027","Sagamore Homes - Greensboro","","","dulce.ortiz.gso","24.00"
"ABC Supply - Regional Carolinas","Charleston","P129-1206158","Approved","01/14/2025","S129-281116","Generation Homes - Charleston","5158 Forest Oaks","","megan.wilson1","10,839.36"
"","Charleston","P129-1205993","Approved","01/13/2025","S129-280859","Generation Homes - Charleston","330 7th Avenue","","megan.wilson1","14,176.42"
"","Wilmington","P126-1203641","Approved","01/03/2025","S126-277223","DR Horton - Wilmington","26 Stella Bluffs","","kristina.raynor.wil","320.66"
"","Wilmington","P126-1203634","Approved","01/03/2025","S126-277221","DR Horton - Wilmington","23 Stella Bluffs","","kristina.raynor.wil","85.23"
"","Greensboro","P125-1206911","Approved","01/16/2025","S125-282190","Ram Homes Inc - Greensboro","4 Providence Landing","","amy.nugent.gboro","394.02"
"","Greensboro","P125-1202939","Order Partially Received","12/26/2024","S125-275891","Ram Homes Inc - Greensboro","1A Edison Central","","erica.smith","131.40"
"","Greensboro","P125-1201776","Approved","12/19/2024","S125-273254","Ram Homes Inc - Greensboro","111 Brentwood Park","","amy.nugent.gboro","2,702.85"
"","Charlotte","P124-1207037","Approved","01/16/2025","S124-213794","Holliday Homes - Charlotte","20444 Island Forest","","lisa.drye","15,507.17"
"","Charlotte","P124-1206420","Approved","01/15/2025","S124-281608","Stanley Martin Homes - Charlotte","70 Clairmont","","katesia.moss","0.00"
"","Charlotte","P124-1202165","Approved","12/20/2024","S124-248659","C. Herman - Charlotte","Mallard Creek","","julieta.keen","2,370.00"
"","Charlotte","P124-1200972","Finalized","12/18/2024","S124-272466","Stanley Martin Homes - Charlotte","69 Clairmont","","katesia.moss","520.52"
"","Greenville","P121-1207061","Approved","01/16/2025","S121-282497","Toll Brothers - Greenville","1 Wrenfield","","carrington.fleming","472.80"
"","Greenville","P121-1206903","Approved","01/16/2025","S121-282164","Hunter Quinn- Greenville","1 Laurens County","","carrington.fleming","9.50"
"ABC Supply - Regional Carolinas - Builder IV","Myrtle Beach","P134-1207016","Approved","01/16/2025","S134-282372","Chesapeake Homes - Myrtle Beach","626 Waterbridge","","christine.podlesny","10,555.43"
"","Myrtle Beach","P134-1206918","Approved","01/16/2025","S134-282165","Chesapeake Homes - Myrtle Beach","177 Bridgewater Grandview","","christine.podlesny","9,719.13"
"","Myrtle Beach","P134-1206722","Approved","01/15/2025","S134-281704","Chesapeake Homes - Myrtle Beach","112 Traditions at Carolina Forest","","christine.podlesny","5,450.13"
"","Myrtle Beach","P134-1206201","Approved","01/14/2025","S134-281263","Chesapeake Homes - Myrtle Beach","795 Waterbridge","","christine.podlesny","9,390.34"
"","Myrtle Beach","P134-1206180","Approved","01/14/2025","S134-281152","Chesapeake Homes - Myrtle Beach","618 Waterbridge","","christine.podlesny","9,432.82"
"","Myrtle Beach","P134-1204951","Approved","01/08/2025","S134-279039","Chesapeake Homes - Myrtle Beach","790 Waterbridge","","christine.podlesny","11,010.14"
"","Myrtle Beach","P134-1203548","Approved","01/02/2025","S134-277034","Chesapeake Homes - Myrtle Beach","769 Waterbridge","","christine.podlesny","10,266.43"
"","Myrtle Beach","P134-1203488","Approved","01/02/2025","S134-276862","Chesapeake Homes - Myrtle Beach","768 Waterbridge","","christine.podlesny","12,104.23"
"","Myrtle Beach","P134-1203438","Approved","01/02/2025","S134-276723","Chesapeake Homes - Myrtle Beach","625 Waterbridge","","christine.podlesny","11,178.46"
"","Greenville","P121-1207021","Approved","01/16/2025","S121-282410","ResiBuilt - Greenville","16 George Creek Village","","carrington.fleming","405.30"
"","Greenville","P121-1207017","Approved","01/16/2025","S121-282406","ResiBuilt - Greenville","17 George Creek Village","","carrington.fleming","376.34"
"","Greenville","P121-1207012","Approved","01/16/2025","S121-282398","ResiBuilt - Greenville","19 George Creek Village","","carrington.fleming","42.48"
"","Greenville","P121-1207010","Approved","01/16/2025","S121-282387","ResiBuilt - Greenville","24 George Creek Village","","carrington.fleming","213.34"
"","Greenville","P121-1207006","Approved","01/16/2025","S121-282380","ResiBuilt - Greenville","26 George Creek Village","","carrington.fleming","213.34"
"","Greenville","P121-1206998","Approved","01/16/2025","S121-282370","ResiBuilt - Greenville","22 George Creek Village","","carrington.fleming","123.60"
"","Greenville","P121-1205252","Approved","01/09/2025","S121-279649","ResiBuilt - Greenville","20 George Creek Village","","carrington.fleming","290.62"
"","Greenville","P121-1205251","Approved","01/09/2025","S121-279645","ResiBuilt - Greenville","19 George Creek Village","","carrington.fleming","290.62"
"","Greenville","P121-1205250","Approved","01/09/2025","S121-279641","ResiBuilt - Greenville","18 George Creek Village","","carrington.fleming","290.62"
"","Greenville","P121-1205249","Approved","01/09/2025","S121-279635","ResiBuilt - Greenville","17 George Creek Village","","carrington.fleming","290.62"
"","Greenville","P121-1205247","Approved","01/09/2025","S121-279631","ResiBuilt - Greenville","16 George Creek Village","","carrington.fleming","290.62"
"","Greenville","P121-1205241","Approved","01/09/2025","S121-279625","ResiBuilt - Greenville","15 George Creek Village","","carrington.fleming","290.62"
"ABC Supply - Wilmington - DR Horton","Wilmington","P126-1206355","Approved","01/15/2025","S126-281559","DR Horton - Wilmington","23 Stella Bluffs","","carina.gonzalez","260.08"
"ABC Supply- Greenville","Greenville","P121-1206650","Approved","01/15/2025","S121-281790","Meritage - Greenville","147 Riverwood Farm","","diana.rodriguez","80.00"
"","Greenville","P121-1206618","Approved","01/15/2025","S121-281779","Toll Brothers - Greenville","2 Wrenfield","","diana.rodriguez","113.42"
"","Greenville","P121-1204843","Approved","01/08/2025","S121-278905","Meritage - Greenville","234 Riverwood Farm","","carrington.fleming","92.84"
"","Greenville","P121-1204327","Order Partially Received","01/07/2025","S121-278188","Meritage - Greenville","232 Riverwood Farm","","carrington.fleming","83.43"
"","Greenville","P121-1203226","Approved","12/30/2024","S121-276391","Meritage - Greenville","768 Arden Woods","","carrington.fleming","216.45"
"","Greenville","P121-1203048","Order Partially Received","12/26/2024","S121-276068","Meritage - Greenville","801 Arden Woods","","carrington.fleming","76.83"
"","Greenville","P121-1201455","Approved","12/18/2024","S121-272909","Toll Brothers - Greenville","62 Westpoint Gardens","","carrington.fleming","232.26"
"Alside Revere","Myrtle Beach","P134-1204761","Approved","01/08/2025","S134-278901","Chesapeake Homes - Myrtle Beach","607 Waterbridge","","maria.perdomo","77.14"
"","Myrtle Beach","P134-1200932","Approved","12/18/2024","S134-272440","Chesapeake Homes - Myrtle Beach","620 Waterbridge","","maria.perdomo","77.14"
"","Columbia","P130-1207054","Approved","01/16/2025","S130-282473","Mungo Homes - Columbia","12 Astoria","","joseph.green","332.01"
"","Columbia","P130-1207019","Approved","01/16/2025","S130-282357","Mungo Homes - Columbia","11 Astoria","","joseph.green","445.63"
"","Columbia","P130-1206990","Approved","01/16/2025","S130-282352","Build On Your Land, LLC - Columbia","Jamison","","kaitlyn.stewart","24.92"
"","Columbia","P130-1206977","Approved","01/16/2025","S130-282120","Lennar - Columbia","36 Taylor Hill Midlands","","kaitlyn.stewart","666.60"
"","Columbia","P130-1206950","Approved","01/16/2025","S130-282236","Mungo Homes - Columbia","108 Winston Point","","joseph.green","894.54"
"","Columbia","P130-1206902","Approved","01/16/2025","S130-282136","Build On Your Land, LLC - Columbia","BlanksJ","","kaitlyn.stewart","252.24"
"","Columbia","P130-1206895","Approved","01/16/2025","S130-282129","Mungo Homes - Columbia","130 Winston Point","","joseph.green","983.26"
"","Columbia","P130-1206866","Approved","01/15/2025","S130-282089","Lennar - Columbia","12 Taylor Hill Midlands","","kaitlyn.stewart","531.98"
"","Columbia","P130-1206855","Approved","01/15/2025","S130-282067","Mungo Homes - Columbia","106 Winston Point","","joseph.green","884.17"
"","Columbia","P130-1206849","Approved","01/15/2025","S130-281990","Lennar - Columbia","79 Taylor Hill Parks","","kaitlyn.stewart","507.08"
"","Columbia","P130-1206740","Approved","01/15/2025","S130-281916","Lennar - Columbia","78 Taylor Hill Parks","","kaitlyn.stewart","471.04"
"","Columbia","P130-1206735","Approved","01/15/2025","S130-281900","Build On Your Land, LLC - Columbia","Holmes","","kaitlyn.stewart","147.08"
"","Columbia","P130-1206715","Approved","01/15/2025","S130-281817","Build On Your Land, LLC - Columbia","Jamison","","kaitlyn.stewart","97.02"
"","Columbia","P130-1206359","Approved","01/15/2025","S130-280871","Lennar - Columbia","77 Taylor Hill Parks","","kaitlyn.stewart","471.04"
"","Columbia","P130-1206310","Approved","01/14/2025","S130-281497","Mungo Homes - Columbia","239 Hendrix Farms","","joseph.green","145.31"
"","Columbia","P130-1206307","Approved","01/14/2025","S130-281491","Mungo Homes - Columbia","216 Hendrix Farms","","joseph.green","145.31"
"","Columbia","P130-1206194","Approved","01/14/2025","S130-281243","Mungo Homes - Columbia","5 Winston Point","","joseph.green","817.29"
"","Columbia","P130-1206160","Approved","01/14/2025","S130-281091","Mungo Homes - Columbia","3 Winston Point","","joseph.green","512.28"
"","Columbia","P130-1206079","Approved","01/14/2025","S130-280950","Mungo Homes - Columbia","242 Hendrix Farms","","joseph.green","929.21"
"","Columbia","P130-1205985","Approved","01/13/2025","S130-280813","Mungo Homes - Columbia","241 Hendrix Farms","","joseph.green","963.34"
"","Columbia","P130-1205913","Approved","01/13/2025","S130-280666","Lennar - Columbia","43 Taylor Hill Parks","","kaitlyn.stewart","507.08"
"","Columbia","P130-1205760","Approved","01/13/2025","S130-280410","Lennar - Columbia","42 Taylor Hill Parks","","kaitlyn.stewart","471.04"
"","Columbia","P130-1205557","Approved","01/13/2025","S130-280071","Lennar - Columbia","41 Taylor Hill Parks","","kaitlyn.stewart","471.04"
"","Columbia","P130-1205473","Approved","01/13/2025","S130-280097","Mungo Homes - Columbia","7 Winston Point","","joseph.green","1,014.29"
"","Columbia","P130-1205388","Approved","01/10/2025","S130-279896","Mungo Homes - Columbia","6 Winston Point","","joseph.green","747.66"
"","Columbia","P130-1205338","Approved","01/10/2025","S130-279794","Lennar - Columbia","40 Taylor Hill Parks","","kaitlyn.stewart","498.78"
"","Columbia","P130-1204679","Approved","01/08/2025","S130-278842","Mungo Homes - Columbia","5 Winston Point","","joseph.green","453.96"
"","Columbia","P130-1203686","Approved","01/03/2025","S130-277324","Build On Your Land, LLC - Columbia","550 Main St","","kaitlyn.stewart","23.72"
"","Columbia","P130-1203229","Approved","12/30/2024","S130-276347","Lennar - Columbia","38 Taylor Hill Midlands","","kaitlyn.stewart","576.12"
"","Columbia","P130-1203119","Approved","12/27/2024","S130-276140","Lennar - Columbia","37 Taylor Hill Midlands","","kaitlyn.stewart","690.94"
"","Columbia","P130-1201235","Approved","12/18/2024","S130-272728","Lennar - Columbia","54 Edmund Hill Estates","","kaitlyn.stewart","181.08"
"","Columbia","P130-1201153","Approved","12/18/2024","S130-272562","Lennar - Columbia","54 Edmund Hill Estates","","kaitlyn.stewart","811.22"
"","Columbia","P130-1201086","Approved","12/18/2024","S130-272623","Mungo Homes - Columbia","206 Hendrix Farms","","joseph.green","525.37"
"","Columbia","P130-1201071","Approved","12/18/2024","S130-272567","Mungo Homes - Columbia","206 Hendrix Farms","","joseph.green","920.20"
"","Columbia","P130-1200956","Approved","12/18/2024","S130-272445","Mungo Homes - Columbia","92 Hendrix Farms","","joseph.green","920.20"
"","Columbia","P130-1200955","Approved","12/18/2024","S130-272456","Mungo Homes - Columbia","92 Hendrix Farms","","joseph.green","525.37"
"","Wilmington","P126-1207092","Approved","01/16/2025","S126-282560","Stanley Martin Homes - Wilmington","139 Pinewood","","kristina.raynor.wil","262.61"
"","Wilmington","P126-1206894","Approved","01/16/2025","S126-282144","Dream Finders Homes - Wilmington","50 Groves @ Southport","","abigail.wicker","85.88"
"","Wilmington","P126-1206844","Approved","01/15/2025","S126-281998","Mungo Homes - Wilmington","100 Isabella Park","","kristina.raynor.wil","949.89"
"","Wilmington","P126-1206809","Approved","01/15/2025","S126-281947","Mungo Homes - Wilmington","99 Isabella Park","","kristina.raynor.wil","920.16"
"","Wilmington","P126-1206326","Approved","01/15/2025","S126-281522","Dream Finders Homes - Wilmington","13 Fairfield Harbour Model Home","","angel.wilmington","149.05"
"","Wilmington","P126-1206246","Approved","01/14/2025","S126-281309","Dream Finders Homes - Wilmington","513 Fairfield Harbour","","angel.wilmington","2,159.32"
"","Wilmington","P126-1206240","Approved","01/14/2025","S126-281302","Dream Finders Homes - Wilmington","494 Fairfield Harbour","","angel.wilmington","2,004.84"
"","Wilmington","P126-1206234","Approved","01/14/2025","S126-281297","Dream Finders Homes - Wilmington","440 Fairfield Harbour","","angel.wilmington","1,100.05"
"","Wilmington","P126-1206225","Approved","01/14/2025","S126-281287","Dream Finders Homes - Wilmington","104 Fairfield Harbour","","angel.wilmington","2,159.32"
"","Wilmington","P126-1206083","Approved","01/14/2025","S126-280844","Dream Finders Homes - Wilmington","103 Fairfield Harbour","","angel.wilmington","1,520.77"
"","Wilmington","P126-1205210","Approved","01/09/2025","S126-279547","Mungo Homes - Wilmington","90 Isabella Park","","kristina.raynor.wil","1,003.72"
"","Wilmington","P126-1205196","Approved","01/09/2025","S126-279523","Chesapeake Homes - Wilmington","190 Goose Marsh","","angel.wilmington","6,700.69"
"","Wilmington","P126-1205171","Approved","01/09/2025","S126-279461","Chesapeake Homes - Wilmington","273 Goose Marsh","","angel.wilmington","4,884.59"
"","Wilmington","P126-1205158","Approved","01/09/2025","S126-279434","Chesapeake Homes - Wilmington","211 Goose Marsh","","angel.wilmington","4,970.11"
"","Wilmington","P126-1205096","Approved","01/09/2025","S126-279339","Mungo Homes - Wilmington","89 Isabella Park","","kristina.raynor.wil","920.16"
"","Wilmington","P126-1205085","Approved","01/09/2025","S126-279322","Mungo Homes - Wilmington","31 Isabella Park","","angel.wilmington","89.56"
"","Wilmington","P126-1204928","Approved","01/08/2025","S126-279033","Mungo Homes - Wilmington","88 Isabella Park","","kristina.raynor.wil","1,003.72"
"","Wilmington","P126-1204660","Approved","01/08/2025","S126-278787","Mungo Homes - Wilmington","87 Isabella Park","","kristina.raynor.wil","975.30"
"","Wilmington","P126-1204558","Approved","01/07/2025","S126-278662","Mungo Homes - Wilmington","86 Isabella Park","","kristina.raynor.wil","911.95"
"","Wilmington","P126-1204407","Approved","01/07/2025","S126-277666","Chesapeake Homes - Wilmington","188 Goose Marsh","","carina.gonzalez","65.62"
"","Wilmington","P126-1204163","Approved","01/06/2025","S126-277884","Stanley Martin Homes - Wilmington","175 Pinewood","","angel.wilmington","98.76"
"","Wilmington","P126-1203531","Approved","01/02/2025","S126-277037","Chesapeake Homes - Wilmington","222 Goose Marsh","","angel.wilmington","21.05"
"","Wilmington","P126-1203277","Approved","12/30/2024","S126-276465","Mungo Homes - Wilmington","98 Isabella Park","","kristina.raynor.wil","973.10"
"","Wilmington","P126-1203265","Approved","12/30/2024","S126-276446","Mungo Homes - Wilmington","97 Isabella Park","","kristina.raynor.wil","1,001.74"
"","Wilmington","P126-1203110","Approved","12/27/2024","S126-276148","Mungo Homes - Wilmington","96 Isabella Park","","kristina.raynor.wil","885.20"
