"03-27-2025","Open PO Report by Vendor, Salesman, Date Created","From:01-27-2025 To 03-27-2025 (mm-dd-yyyy)","all","","","","","","",""
"","","","","","","","","","",""
"Vendor","Location","PO#","Status","Date Created","So#","AC#","Job Name","Sales Person","CP#","Open total"
"","Raleigh","P120-1216715","Approved","02/25/2025","S120-298647","Pulte Home Company, LLC  - Raleigh","380 Vineyards @ Chatham Park","","patricia.johnson","40.44"
"","Raleigh","P120-1216586","Approved","02/24/2025","S120-298437","Dream Finders Homes - Raleigh","11 North Lakes at South Lakes","","marcie.godfrey","480.06"
"","Raleigh","P120-1216221","Approved","02/24/2025","S120-297976","Pulte Home Company, LLC  - Raleigh","18 Providence Oaks","","patricia.johnson","207.57"
"","Raleigh","P120-1216208","Order Partially Received","02/24/2025","S120-297931","Pulte Home Company, LLC  - Raleigh","18 Providence Oaks","","patricia.johnson","59.12"
"","Raleigh","P120-1215933","Approved","02/21/2025","S120-297404","Dream Finders Homes - Raleigh","9 North Lakes at South Lakes","","marcie.godfrey","480.06"
"","Raleigh","P120-1215656","Approved","02/19/2025","S120-296598","Taylor Morrison - Raleigh","121 Hickory Grove","","marcie.godfrey","471.27"
"","Raleigh","P120-1215646","Approved","02/19/2025","S120-296514","Taylor Morrison - Raleigh","121 Hickory Grove","","marcie.godfrey","414.60"
"","Raleigh","P120-1215423","Approved","02/19/2025","S120-296214","Taylor Morrison - Raleigh","111 Hickory Grove","","marcie.godfrey","506.43"
"","Raleigh","P120-1215417","Approved","02/19/2025","S120-296140","Taylor Morrison - Raleigh","111 Hickory Grove","","marcie.godfrey","188.50"
"","Raleigh","P120-1215278","Approved","02/18/2025","S120-296028","Blue Heel Construction- Raleigh","3302 Hall Place","","faith.hudson","14,654.71"
"","Raleigh","P120-1215262","Approved","02/18/2025","S120-295996","Taylor Morrison - Raleigh","186 Trails at Young Farm","","marcie.godfrey","497.64"
"","Raleigh","P120-1215230","Approved","02/18/2025","S120-295865","Taylor Morrison - Raleigh","186 Trails at Young Farm","","marcie.godfrey","217.86"
"","Raleigh","P120-1215218","Approved","02/18/2025","S120-295892","Taylor Morrison - Raleigh","150 Trails at Young Farm","","ryka.heath","48.42"
"","Raleigh","P120-1215178","Approved","02/18/2025","S120-295626","DAVID WEEKLEY HOMES - RALEIGH","4531 Chatham Park North Village","","linda.clifton","4,979.26"
"","Raleigh","P120-1215049","Approved","02/17/2025","S120-295479","Taylor Morrison - Raleigh","110 Hickory Grove","","marcie.godfrey","480.06"
"","Raleigh","P120-1215034","Approved","02/17/2025","S120-295441","Taylor Morrison - Raleigh","151 Trails at Young Farm","","marcie.godfrey","480.06"
"","Raleigh","P120-1215022","Approved","02/17/2025","S120-295349","Taylor Morrison - Raleigh","110 Hickory Grove","","marcie.godfrey","307.63"
"","Raleigh","P120-1214775","Approved","02/17/2025","S120-295185","Taylor Morrison - Raleigh","151 Trails at Young Farm","","marcie.godfrey","436.11"
"","Raleigh","P120-1214736","Approved","02/17/2025","S120-295088","Taylor Morrison - Raleigh","151 Trails at Young Farm","","marcie.godfrey","221.53"
"","Raleigh","P120-1214486","Approved","02/14/2025","S120-294668","Dream Finders Homes - Raleigh","60 North Lakes at South Lakes","","marcie.godfrey","462.48"
"","Raleigh","P120-1214321","Approved","02/13/2025","S120-294272","Dream Finders Homes - Raleigh","13 North Lakes at South Lakes","","marcie.godfrey","427.32"
"","Raleigh","P120-1214089","Approved","02/12/2025","S120-293739","Taylor Morrison - Raleigh","146 Trails at Young Farm","","marcie.godfrey","497.64"
"","Raleigh","P120-1213963","Approved","02/12/2025","S120-293539","Taylor Morrison - Raleigh","172 Trails at Young Farm","","marcie.godfrey","511.16"
"","Raleigh","P120-1213746","Approved","02/12/2025","S120-293310","Dream Finders Homes - Raleigh","449 Paddington Station 30'","","marcie.godfrey","357.00"
"","Raleigh","P120-1213729","Approved","02/12/2025","S120-293235","Dream Finders Homes - Raleigh","449 Paddington Station 30'","","marcie.godfrey","325.64"
"","Raleigh","P120-1213446","Approved","02/11/2025","S120-292619","Taylor Morrison - Raleigh","113 Hickory Grove","","marcie.godfrey","488.85"
"","Raleigh","P120-1213306","Order Partially Received","02/10/2025","S120-292325","Dream Finders Homes - Raleigh","59 North Lakes at South Lakes","","marcie.godfrey","139.52"
"","Raleigh","P120-1212999","Approved","02/10/2025","S120-291946","Pulte Home Company, LLC  - Raleigh","2 Providence Oaks 40'","","patricia.johnson","409.74"
"","Raleigh","P120-1212660","Approved","02/07/2025","S120-287838","Mckee Homes - Raleigh","45 Page Townes TH","","faith.hudson","97.29"
"","Raleigh","P120-1212650","Approved","02/07/2025","S120-287696","Mckee Homes - Raleigh","43 Page Townes TH","","faith.hudson","97.29"
"","Raleigh","P120-1212634","Approved","02/07/2025","S120-275855","Mckee Homes - Raleigh","13 Page Townes TH","","faith.hudson","97.29"
"","Raleigh","P120-1212615","Approved","02/07/2025","S120-275793","Mckee Homes - Raleigh","11 Page Townes TH","","faith.hudson","97.29"
"","Raleigh","P120-1212465","Approved","02/06/2025","S120-291201","Stanley Martin Homes - Raleigh","31 Raven Ridge Place TH","","faith.hudson","448.96"
"","Raleigh","P120-1212422","Approved","02/06/2025","S120-291090","Stanley Martin Homes - Raleigh","30 Raven Ridge Place TH","","faith.hudson","321.17"
"","Raleigh","P120-1212413","Approved","02/06/2025","S120-291078","Stanley Martin Homes - Raleigh","29 Raven Ridge Place TH","","faith.hudson","321.17"
"","Raleigh","P120-1212407","Approved","02/06/2025","S120-291062","Stanley Martin Homes - Raleigh","28 Raven Ridge Place TH","","faith.hudson","448.96"
"","Raleigh","P120-1212363","Approved","02/06/2025","S120-289647","DAVID WEEKLEY HOMES - RALEIGH","4537 Chatham Park North village","","linda.clifton","8,786.39"
"","Raleigh","P120-1212312","Approved","02/06/2025","S120-290829","Stanley Martin Homes - Raleigh","36 Raven Ridge Place TH","","faith.hudson","369.18"
"","Raleigh","P120-1212308","Approved","02/06/2025","S120-290813","Stanley Martin Homes - Raleigh","35 Raven Ridge Place TH","","faith.hudson","281.28"
"","Raleigh","P120-1212299","Approved","02/06/2025","S120-290806","Stanley Martin Homes - Raleigh","34 Raven Ridge Place TH","","faith.hudson","281.28"
"","Raleigh","P120-1212294","Approved","02/06/2025","S120-290794","Stanley Martin Homes - Raleigh","33 Raven Ridge Place TH","","faith.hudson","281.28"
"","Raleigh","P120-1212287","Approved","02/06/2025","S120-290786","Stanley Martin Homes - Raleigh","32 Raven Ridge Place TH","","faith.hudson","369.18"
"","Raleigh","P120-1212176","Order Partially Received","02/05/2025","S120-290573","Monterey Bay, LLC - Raleigh","7 North Hills","","ryka.heath","188.68"
"","Raleigh","P120-1211816","Approved","02/05/2025","S120-290230","Taylor Morrison - Raleigh","109 Trails at Young Farm","","marcie.godfrey","436.11"
"","Raleigh","P120-1211454","Approved","02/04/2025","S120-289723","Dream Finders Homes - Raleigh","448 Paddington Station","","marcie.godfrey","392.16"
"","Raleigh","P120-1211452","Approved","02/04/2025","S120-289672","Dream Finders Homes - Raleigh","448 Paddington Station","","marcie.godfrey","418.42"
"","Raleigh","P120-1210537","Approved","01/31/2025","S120-288553","DAVID WEEKLEY HOMES - RALEIGH","4538 Chatham Park North Village","","linda.clifton","9,927.38"
"","Raleigh","P120-1210486","Approved","01/31/2025","S120-288518","Taylor Morrison - Raleigh","114 Hickory Grove","","marcie.godfrey","537.53"
"","Raleigh","P120-1210180","Approved","01/30/2025","S120-287847","Mckee Homes - Raleigh","45 Page Townes TH","","faith.hudson","370.52"
"","Raleigh","P120-1210163","Approved","01/30/2025","S120-287819","Mckee Homes - Raleigh","44 Page Townes TH","","faith.hudson","260.31"
"","Raleigh","P120-1210142","Approved","01/29/2025","S120-287715","Mckee Homes - Raleigh","43 Page Townes TH","","faith.hudson","388.10"
"","Raleigh","P120-1210101","Approved","01/29/2025","S120-287539","Taylor Morrison - Raleigh","28 Hickory Grove","","marcie.godfrey","488.85"
"","Raleigh","P120-1209911","Approved","01/29/2025","S120-287277","Pulte Home Company, LLC  - Raleigh","20 Providence Oaks","","patricia.johnson","409.74"
"","Raleigh","P120-1209706","Approved","01/28/2025","S120-286967","Dream Finders Homes - Raleigh","447 Paddington Station","","marcie.godfrey","357.00"
"","Raleigh","P120-1209696","Approved","01/28/2025","S120-286901","Dream Finders Homes - Raleigh","447 Paddington Station","","marcie.godfrey","288.60"
"","Raleigh","P120-1209069","Approved","01/27/2025","S120-285853","DAVID WEEKLEY HOMES - RALEIGH","4551 Chatham Park North Village","","linda.clifton","11,989.91"
"Lansing Building Products - Charleston","Charleston","P129-1209715","Approved","01/28/2025","S129-286930","Dan Ryan Builders - Charleston","6 Grants Court","","britney.pierson.Char","2,024.56"
"","Charleston","P129-1209670","Approved","01/28/2025","S129-286783","Lennar - Charleston","4 Grants Court","","britney.pierson.Char","2,811.84"
"Lansing Building Products - Charlotte","Charlotte","P124-1215813","Approved","02/20/2025","S124-296948","Lennar - Charlotte","162 Legacy Ridge","","marjan.rakhshani","1,184.77"
"Lansing Building Products - Charlotte - CBUSA","Charlotte","P124-1220844","Approved","03/11/2025","S124-304162","Barringer Homes - Charlotte","3030 Brookridge","","lisa.drye","13,377.05"
"Lansing Building Products - HARDIE IV","Myrtle Beach","P134-1218248","Approved","03/03/2025","S134-301773","Great Southern Homes - Myrtle Beach","2 Westfield Elevation B","","maria.perdomo","3,635.20"
"","Columbia","P130-1224677","Approved","03/25/2025","S130-312216","Great Southern Homes - Columbia","70 Piney Woods Bluff","","joseph.green","373.18"
"","Columbia","P130-1224666","Approved","03/25/2025","S130-312182","Great Southern Homes - Columbia","69 Piney Woods Bluff","","joseph.green","212.76"
"","Columbia","P130-1224533","Approved","03/24/2025","S130-311996","Great Southern Homes - Columbia","68 Piney Woods Bluff","","joseph.green","212.76"
"","Columbia","P130-1224509","Approved","03/24/2025","S130-311902","Great Southern Homes - Columbia","67 Piney Woods Bluff","","joseph.green","373.18"
"","Columbia","P130-1224361","Approved","03/24/2025","S130-311667","Great Southern Homes - Columbia","4 Piney Woods Bluff","","joseph.green","373.18"
"","Columbia","P130-1224329","Approved","03/24/2025","S130-311569","Great Southern Homes - Columbia","3 Piney Woods Bluff","","joseph.green","459.66"
"","Columbia","P130-1224265","Approved","03/24/2025","S130-311479","Great Southern Homes - Columbia","2 Piney Woods Bluff","","joseph.green","473.13"
"","Columbia","P130-1224099","Approved","03/24/2025","S130-311281","Great Southern Homes - Columbia","1 Piney Woods Bluff","","joseph.green","373.18"
"","Columbia","P130-1214641","Approved","02/17/2025","S130-294962","Great Southern Homes - Columbia","69 Rollins Hills","","joseph.green","342.83"
"","Charleston","P129-1225153","Approved","03/26/2025","S129-313484","Dan Ryan Builders - Charleston","1 Recess Pointe","","megan.wilson1","451.40"
"","Charleston","P129-1223673","Approved","03/20/2025","S129-310660","Dan Ryan Builders - Charleston","6 Recess Pointe","","megan.wilson1","7,661.21"
"","Charleston","P129-1223667","Approved","03/20/2025","S129-310649","Dan Ryan Builders - Charleston","5 Recess Pointe","","megan.wilson1","3,462.01"
"","Charleston","P129-1223662","Approved","03/20/2025","S129-310638","Dan Ryan Builders - Charleston","4 Recess Pointe","","megan.wilson1","7,684.65"
"","Charleston","P129-1219888","Order Partially Received","03/07/2025","S129-304617","Dan Ryan Builders - Charleston","3 Recess Pointe","","megan.wilson1","103.92"
"","Charleston","P129-1219686","Order Partially Received","03/06/2025","S129-304212","Dan Ryan Builders - Charleston","1 Recess Pointe","","megan.wilson1","1,754.73"
"","Charleston","P129-1216574","Approved","02/24/2025","S129-298415","Dan Ryan Builders - Charleston","6 Grants Court","","megan.wilson1","706.86"
"","Charleston","P129-1213547","Partially Reconciled","02/11/2025","S129-292845","Dan Ryan Builders - Charleston","51 Recess Pointe","","megan.wilson1","0.00"
"","Charleston","P129-1209705","Order Partially Received","01/28/2025","S129-286930","Dan Ryan Builders - Charleston","6 Grants Court","","britney.pierson.Char","810.59"
"","Wilmington","P126-1224080","Order Partially Received","03/24/2025","S126-311323","Adams Homes - Wilmington","19 Bluffs Pointe","","angel.wilmington","80.02"
"","Wilmington","P126-1224038","Approved","03/24/2025","S126-305856","Mungo Homes - Wilmington","81 Indigo at Abbey Preserve","","kristina.raynor.wil","857.01"
"","Wilmington","P126-1223446","Approved","03/20/2025","S126-308851","Mungo Homes - Wilmington","87 Indigo at Abbey Preservee","","kristina.raynor.wil","8,854.90"
"","Wilmington","P126-1221952","Approved","03/17/2025","S126-307967","Mungo Homes - Wilmington","5 Indigo at Abbey Preserve","","kristina.raynor.wil","8,035.56"
"","Wilmington","P126-1221934","Approved","03/17/2025","S126-307959","Adams Homes - Wilmington","138 Rutledge","","angel.wilmington","5,601.11"
"","Wilmington","P126-1221624","Approved","03/13/2025","S126-307279","Mungo Homes - Wilmington","10 Indigo at Abbey Preserve","","kristina.raynor.wil","11,828.17"
"","Wilmington","P126-1221507","Approved","03/13/2025","S126-306963","Mungo Homes - Wilmington","9 Indigo at Abbey Preserve","","kristina.raynor.wil","7,257.18"
"","Wilmington","P126-1220929","Approved","03/12/2025","S126-306190","Mungo Homes - Wilmington","82 Indigo at Abbey Preserve","","kristina.raynor.wil","7,725.42"
"","Wilmington","P126-1220731","Order Partially Received","03/11/2025","S126-305856","Mungo Homes - Wilmington","81 Indigo at Abbey Preserve","","kristina.raynor.wil","996.38"
"","Wilmington","P126-1219612","Approved","03/06/2025","S126-304035","Adams Homes - Wilmington","101 Rutledge","","angel.wilmington","5,246.00"
"","Wilmington","P126-1219604","Approved","03/06/2025","S126-303987","Adams Homes - Wilmington","43 Rutledge","","angel.wilmington","5,338.55"
"","Wilmington","P126-1218997","Approved","03/05/2025","S126-303275","Adams Homes - Wilmington","32 Rutledge","","abigail.wicker","579.21"
"","Wilmington","P126-1218467","Approved","03/03/2025","S126-301965","Adams Homes - Wilmington","31 River Landing","","angel.wilmington","4,462.82"
"","Wilmington","P126-1218453","Approved","03/03/2025","S126-301940","Adams Homes - Wilmington","20 River Landing","","angel.wilmington","5,780.35"
"","Wilmington","P126-1218424","Approved","03/03/2025","S126-301879","Adams Homes - Wilmington","18 River Landing","","angel.wilmington","6,035.38"
"","Wilmington","P126-1218415","Approved","03/03/2025","S126-301845","Adams Homes - Wilmington","9 River Landing","","angel.wilmington","5,641.76"
"","Wilmington","P126-1217666","Approved","02/27/2025","S126-300846","Adams Homes - Wilmington","3 Bluffs Point","","angel.wilmington","4,942.50"
"","Wilmington","P126-1213014","Approved","02/10/2025","S126-291812","Adams Homes - Wilmington","111 Rutledge","","angel.wilmington","5,251.53"
"","Wilmington","P126-1212414","Approved","02/06/2025","S126-291075","Mungo Homes - Wilmington","114 Grand Park","","kristina.raynor.wil","7,616.64"
"","Wilmington","P126-1212380","Approved","02/06/2025","S126-291020","Mungo Homes - Wilmington","113 Grand Park","","kristina.raynor.wil","6,049.43"
"","Wilmington","P126-1212338","Approved","02/06/2025","S126-290889","Mungo Homes - Wilmington","112 Grand Park","","kristina.raynor.wil","5,395.78"
"","Wilmington","P126-1212116","Approved","02/05/2025","S126-290493","Mungo Homes - Wilmington","111 Grand Park","","kristina.raynor.wil","8,532.15"
"","Wilmington","P126-1210051","Approved","01/29/2025","S126-287465","Mungo Homes - Wilmington","70 Grand Park","","kristina.raynor.wil","9,909.10"
"","Charlotte","P124-1225719","Approved","03/27/2025","S124-314450","ResiBuilt - Charlotte","123 Westhall","","marjan.rakhshani","8,871.37"
"","Charlotte","P124-1225650","Approved","03/26/2025","S124-314284","Shady Oak Homes LLC - Charlotte","8709 Providence","","lisa.drye","11,394.51"
"","Charlotte","P124-1223985","Approved","03/24/2025","S124-311164","ResiBuilt - Charlotte","111 Westhall","","marjan.rakhshani","8,871.37"
"","Charlotte","P124-1223915","Approved","03/21/2025","S124-311153","ResiBuilt - Charlotte","110 Westhall","","marjan.rakhshani","9,381.59"
"","Charlotte","P124-1223796","Approved","03/21/2025","S124-310917","Dream Finders Homes - Charlotte","20 Wingate","","james.raby1","7,903.18"
"","Charlotte","P124-1222644","Approved","03/18/2025","S124-308865","Dream Finders Homes - Charlotte","8 Arbor Village","","marjan.rakhshani","3,405.35"
"","Charlotte","P124-1222631","Approved","03/18/2025","S124-308812","Dream Finders Homes - Charlotte","8 Arbor Village","","marjan.rakhshani","8,549.21"
"","Charlotte","P124-1222079","Approved","03/17/2025","S124-308126","ResiBuilt - Charlotte","115 Westhall","","marjan.rakhshani","9,381.59"
"","Charlotte","P124-1221973","Approved","03/17/2025","S124-307998","ResiBuilt - Charlotte","114 Westhall","","marjan.rakhshani","9,670.27"
"","Charlotte","P124-1221880","Approved","03/17/2025","S124-307909","ResiBuilt - Charlotte","108 Westhall","","marjan.rakhshani","9,927.61"
"","Charlotte","P124-1221741","Approved","03/14/2025","S124-307505","Dream Finders Homes - Charlotte","23 Wingate","","james.raby1","6,967.33"
"","Charlotte","P124-1221685","Approved","03/14/2025","S124-307370","ResiBuilt - Charlotte","109 Westhall","","marjan.rakhshani","10,913.38"
"","Charlotte","P124-1221662","Approved","03/13/2025","S124-307246","ResiBuilt - Charlotte","107 Westhall","","marjan.rakhshani","9,381.59"
"","Charlotte","P124-1221526","Approved","03/13/2025","S124-307129","ResiBuilt - Charlotte","106 Westhall","","marjan.rakhshani","10,913.38"
"","Greenville","P121-1225578","Approved","03/26/2025","S121-313978","Meritage - Greenville","38 Valentine Townes","","carrington.fleming","227.72"
"","Greenville","P121-1225261","Approved","03/26/2025","S121-313597","Meritage - Greenville","790 Arden Woods","","carrington.fleming","224.65"
"","Greenville","P121-1224745","Approved","03/25/2025","S121-312467","Meritage - Greenville","185 Riverwood Farm","","carrington.fleming","6,666.66"
"","Greenville","P121-1224708","Approved","03/25/2025","S121-310886","Meritage - Greenville","184 Riverwood Farm","","carrington.fleming","4,569.42"
"","Greenville","P121-1223888","Approved","03/21/2025","S121-310586","Meritage - Greenville","784 Arden Woods","","carrington.fleming","8,073.08"
"","Greenville","P121-1223832","Approved","03/21/2025","S121-311004","ResiBuilt - Greenville","116 George Creek Village","","carrington.fleming","1,407.57"
"","Greenville","P121-1223818","Approved","03/21/2025","S121-310641","Hunter Quinn- Greenville","44 Oconee County","","carrington.fleming","9,995.77"
"","Greenville","P121-1223604","Approved","03/20/2025","S121-310278","Hunter Quinn- Greenville","18 Silvers Crossing","","carrington.fleming","8,332.39"
"","Greenville","P121-1223457","Approved","03/20/2025","S121-310174","Meritage - Greenville","198 Riverwood Farm","","carrington.fleming","6,064.90"
"","Greenville","P121-1222215","Approved","03/17/2025","S121-308242","Meritage - Greenville","31 Valentine Townes","","carrington.fleming","218.87"
"","Greenville","P121-1222003","Approved","03/17/2025","S121-308040","Meritage - Greenville","34 Valentine Townes","","carrington.fleming","307.16"
"","Greenville","P121-1221926","Approved","03/17/2025","S121-307915","Meritage - Greenville","35 Valentine Townes","","carrington.fleming","218.87"
"","Greenville","P121-1221708","Approved","03/14/2025","S121-307421","Hunter Quinn- Greenville","24 Double Springs","","carrington.fleming","7,886.19"
"","Greenville","P121-1221613","Approved","03/13/2025","S121-307283","Meritage - Greenville","33 Valentine Townes","","carrington.fleming","296.53"
"","Greenville","P121-1221586","Approved","03/13/2025","S121-307227","Meritage - Greenville","32 Valentine Townes","","carrington.fleming","251.60"
"","Greenville","P121-1221536","Approved","03/13/2025","S121-307131","Meritage - Greenville","29 Valentine Townes","","carrington.fleming","307.16"
"","Greenville","P121-1221431","Approved","03/13/2025","S121-306862","Meritage - Greenville","30 Valentine Townes","","carrington.fleming","227.72"
"","Greenville","P121-1219806","Approved","03/07/2025","S121-304450","Hunter Quinn- Greenville","2 Double Springs","","carrington.fleming","67.35"
"","Greenville","P121-1219653","Approved","03/06/2025","S121-304129","Meritage - Greenville","786 Arden Woods","","carrington.fleming","6,219.24"
"","Greenville","P121-1219170","Approved","03/05/2025","S121-303480","ResiBuilt - Greenville","131 George Creek Village","","carrington.fleming","895.19"
"","Greenville","P121-1219021","Approved","03/05/2025","S121-303148","Meritage - Greenville","39 Valentine Townes","","carrington.fleming","296.53"
"","Greenville","P121-1218913","Approved","03/04/2025","S121-303039","Meritage - Greenville","36 Valentine Townes","","carrington.fleming","227.72"
"","Greenville","P121-1218499","Approved","03/03/2025","S121-302031","Meritage - Greenville","37 Valentine Townes","","carrington.fleming","251.60"
"","Greenville","P121-1218141","Approved","03/03/2025","S121-299374","Meritage - Greenville","4 Valentine Townes","","carrington.fleming","296.53"
"","Greenville","P121-1217758","Approved","02/27/2025","S121-301090","Meritage - Greenville","6 Valentine Townes","","carrington.fleming","227.72"
"","Greenville","P121-1217719","Approved","02/27/2025","S121-301001","Meritage - Greenville","8 Valentine Townes","","carrington.fleming","268.45"
"","Greenville","P121-1217650","Approved","02/27/2025","S121-300804","Meritage - Greenville","187 Riverwood Farm","","carrington.fleming","6,753.56"
"","Greenville","P121-1217604","Approved","02/27/2025","S121-300611","Meritage - Greenville","7 Valentine Townes","","carrington.fleming","251.60"
"","Greenville","P121-1217505","Approved","02/26/2025","S121-300211","Meritage - Greenville","3 Valentine Townes","","carrington.fleming","227.72"
"","Greenville","P121-1217491","Approved","02/26/2025","S121-300098","Meritage - Greenville","2 Valentine Townes","","carrington.fleming","251.60"
"","Greenville","P121-1217321","Approved","02/26/2025","S121-299539","Meritage - Greenville","1 Valentine Townes","","carrington.fleming","296.53"
"","Greenville","P121-1216839","Approved","02/25/2025","S121-299049","Meritage - Greenville","5 Valentine Townes","","carrington.fleming","307.16"
"","Greenville","P121-1216675","Approved","02/25/2025","S121-298584","Meritage - Greenville","197 Riverwood Farm","","carrington.fleming","6,823.01"
"","Greenville","P121-1216607","Approved","02/24/2025","S121-298521","Meritage - Greenville","188 Riverwood Farm","","carrington.fleming","6,956.10"
"","Greenville","P121-1216592","Approved","02/24/2025","S121-298439","Meritage - Greenville","195 Riverwood Farm","","carrington.fleming","4,581.13"
"","Greenville","P121-1216572","Approved","02/24/2025","S121-298381","Meritage - Greenville","196 Riverwood Farm","","carrington.fleming","7,182.85"
"","Greenville","P121-1216521","Approved","02/24/2025","S121-298308","Meritage - Greenville","186 Riverwood Farm","","carrington.fleming","7,042.81"
"","Greenville","P121-1216452","Approved","02/24/2025","S121-298225","ResiBuilt - Greenville","130 George Creek Village","","carrington.fleming","591.21"
"","Greenville","P121-1216410","Approved","02/24/2025","S121-298023","ResiBuilt - Greenville","129 George Creek Village","","carrington.fleming","737.93"
"","Greenville","P121-1216053","Approved","02/21/2025","S121-297661","ResiBuilt - Greenville","128 George Creek Village","","carrington.fleming","591.21"
"","Greenville","P121-1216042","Approved","02/21/2025","S121-297634","ResiBuilt - Greenville","127 George Creek Village","","carrington.fleming","737.93"
"","Greenville","P121-1216034","Approved","02/21/2025","S121-297616","ResiBuilt - Greenville","126 George Creek Village","","carrington.fleming","591.21"
"","Greenville","P121-1216028","Approved","02/21/2025","S121-297589","ResiBuilt - Greenville","125 George Creek Village","","carrington.fleming","737.93"
"","Greenville","P121-1216008","Approved","02/21/2025","S121-297530","ResiBuilt - Greenville","124 George Creek Village","","carrington.fleming","557.74"
"","Greenville","P121-1215883","Approved","02/20/2025","S121-297209","Meritage - Greenville","741 Arden Woods","","carrington.fleming","8,072.13"
"","Greenville","P121-1215865","Approved","02/20/2025","S121-296688","Meritage - Greenville","787 Arden Woods","","carrington.fleming","7,277.18"
"","Greenville","P121-1215823","Approved","02/20/2025","S121-296954","ResiBuilt - Greenville","123 George Creek Village","","carrington.fleming","895.19"
"","Greenville","P121-1215698","Approved","02/19/2025","S121-296645","Meritage - Greenville","783 Arden Woods","","carrington.fleming","7,089.93"
"","Greenville","P121-1215668","Approved","02/19/2025","S121-296603","Meritage - Greenville","742 Arden Woods","","carrington.fleming","6,168.92"
"","Greenville","P121-1215638","Approved","02/19/2025","S121-296507","Meritage - Greenville","788 Arden Woods","","carrington.fleming","8,036.84"
"","Greenville","P121-1215585","Approved","02/19/2025","S121-296423","Meritage - Greenville","785 Arden Woods","","carrington.fleming","6,711.27"
"","Greenville","P121-1215514","Approved","02/19/2025","S121-296276","Meritage - Greenville","790 Arden Woods","","carrington.fleming","7,695.44"
"","Greenville","P121-1215446","Approved","02/19/2025","S121-296193","Meritage - Greenville","789 Arden Woods","","carrington.fleming","7,131.29"
"","Greenville","P121-1215292","Approved","02/18/2025","S121-296054","ResiBuilt - Greenville","122 George Creek Village","","carrington.fleming","591.21"
"","Greenville","P121-1215277","Approved","02/18/2025","S121-296019","ResiBuilt - Greenville","121 George Creek Village","","carrington.fleming","745.59"
"","Greenville","P121-1215044","Approved","02/17/2025","S121-295407","ResiBuilt - Greenville","120 George Creek Village","","carrington.fleming","591.21"
"","Greenville","P121-1214508","Approved","02/14/2025","S121-294808","ResiBuilt - Greenville","119 George Creek Village","","carrington.fleming","737.93"
"","Greenville","P121-1214372","Approved","02/14/2025","S121-294289","ResiBuilt - Greenville","118 George Creek Village","","carrington.fleming","591.21"
"","Greenville","P121-1213817","Approved","02/12/2025","S121-293337","ResiBuilt - Greenville","117 George Creek Village","","carrington.fleming","737.93"
"","Greenville","P121-1213649","Approved","02/11/2025","S121-293132","ResiBuilt - Greenville","116 George Creek Village","","carrington.fleming","557.74"
"","Greenville","P121-1211473","Approved","02/04/2025","S121-289682","Hunter Quinn- Greenville","5 Double Spring","","carrington.fleming","7,704.60"
"","Greenville","P121-1211367","Approved","02/04/2025","S121-289489","Hunter Quinn- Greenville","19 Silvers Crossing","","carrington.fleming","15,171.87"
"","Greenville","P121-1210677","Approved","02/03/2025","S121-288718","Hunter Quinn- Greenville","3602 Rocky Creek Dr","","carrington.fleming","8,677.28"
"","Greenville","P121-1210499","Approved","01/31/2025","S121-288529","Meritage - Greenville","193 Riverwood Farms","","carrington.fleming","7,083.99"
"","Greenville","P121-1210453","Approved","01/31/2025","S121-288453","Meritage - Greenville","194 Riverwood Farm","","carrington.fleming","5,611.15"
"","Greenville","P121-1210383","Approved","01/30/2025","S121-288335","Meritage - Greenville","192 Riverwood Farm","","carrington.fleming","7,284.08"
"","Greenville","P121-1210380","Approved","01/30/2025","S121-288265","Meritage - Greenville","191 Riverwood Farm","","carrington.fleming","4,456.48"
"","Greenville","P121-1210361","Approved","01/30/2025","S121-288192","Meritage - Greenville","190 Riverwood Farm","","carrington.fleming","6,231.54"
"","Greenville","P121-1209663","Approved","01/28/2025","S121-286790","Meritage - Greenville","189 Riverwood Farm","","carrington.fleming","8,744.89"
"","Greenville","P121-1209537","Approved","01/28/2025","S121-286450","Hunter Quinn- Greenville","4 Double Springs","","carrington.fleming","7,616.56"
"","Raleigh","P120-1225672","Approved","03/27/2025","S120-314398","Dream Finders Homes - Raleigh","61 North Lakes at South Lakes","","kristina.raynor.ral","61.00"
"","Raleigh","P120-1225668","Approved","03/27/2025","S120-314397","Dream Finders Homes - Raleigh","8 North Lakes at South Lakes","","kristina.raynor.ral","61.00"
"","Raleigh","P120-1224781","Approved","03/25/2025","S120-312605","Adams Homes - South Raleigh Division","140 Annandale","","ryka.heath","7,713.38"
"","Raleigh","P120-1224149","Approved","03/24/2025","S120-311356","Taylor Morrison - Raleigh","105 Hickory Grove","","marcie.godfrey","9,996.99"
"","Raleigh","P120-1223766","Approved","03/21/2025","S120-310855","Taylor Morrison - Raleigh","122 Hickory Grove","","marcie.godfrey","9,760.72"
"","Raleigh","P120-1223504","Approved","03/20/2025","S120-304953","Dream Finders Homes - Raleigh","10 North Lakes at South Lakes","","marcie.godfrey","7,666.14"
"","Raleigh","P120-1223329","Approved","03/19/2025","S120-309887","Adams Homes - South Raleigh Division","245 Annandale","","ryka.heath","6,844.53"
"","Raleigh","P120-1222961","Approved","03/19/2025","S120-309591","Adams Homes - South Raleigh Division","100 Annandale","","ryka.heath","7,702.52"
